batch_id,cluster_id,num_cases,risk_score,alert_level,temporal_concentration,geographic_concentration,event_similarity,severity_concentration,size_anomaly,manufacturing_concentration,primary_region,primary_drug,primary_event
BATCH_Site_E_Brazil_367,-1,3,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Albuterol,Allergic_Reaction
BATCH_Site_E_Brazil_858,-1,2,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Atorvastatin,Allergic_Reaction
BATCH_Site_E_Brazil_311,-1,2,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Levothyroxine,Fever
BATCH_Site_C_USA_137,-1,2,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Ibuprofen,Allergic_Reaction
BATCH_Site_E_Brazil_705,-1,2,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Albuterol,Allergic_Reaction
BATCH_Site_E_Brazil_227,-1,2,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Nausea
BATCH_Site_E_Brazil_925,-1,2,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Albuterol,Fatigue
BATCH_Site_D_China_929,-1,2,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Amoxicillin,Dizziness
BATCH_Site_C_USA_190,-1,2,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Lisinopril,Dizziness
BATCH_Site_E_Brazil_552,-1,2,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Aspirin,Allergic_Reaction
BATCH_Site_D_China_870,-1,3,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Allergic_Reaction
BATCH_Site_D_China_549,-1,3,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Atorvastatin,Allergic_Reaction
BATCH_Site_E_Brazil_361,-1,5,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Lisinopril,Fatigue
BATCH_Site_A_Germany_116,-1,3,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Dizziness
BATCH_Site_E_Brazil_784,-1,4,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Sertraline,Dizziness
BATCH_Site_E_Brazil_942,-1,2,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Dizziness
BATCH_Site_B_India_598,-1,3,0.19487544302325496,LOW,0.6,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Levothyroxine,Rash
BATCH_Site_D_China_407,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Fatigue
BATCH_Site_E_Brazil_589,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Insomnia
BATCH_Site_D_China_118,-1,3,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Aspirin,Headache
BATCH_Site_B_India_057,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Ibuprofen,Insomnia
BATCH_Site_B_India_426,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Metformin,Fatigue
BATCH_Site_C_USA_626,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Aspirin,Headache
BATCH_Site_B_India_861,-1,3,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Amoxicillin,Fever
BATCH_Site_D_China_548,-1,3,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Ibuprofen,Dizziness
BATCH_Site_C_USA_531,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Aspirin,Headache
BATCH_Site_A_Germany_578,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Dizziness
BATCH_Site_E_Brazil_461,-1,3,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Albuterol,Fatigue
BATCH_Site_C_USA_330,-1,3,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Amoxicillin,Headache
BATCH_Site_A_Germany_219,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Allergic_Reaction
BATCH_Site_A_Germany_307,-1,3,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Allergic_Reaction
BATCH_Site_C_USA_151,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Fever
BATCH_Site_D_China_864,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Albuterol,Dizziness
BATCH_Site_A_Germany_622,-1,2,0.19265322080103275,LOW,0.5888888888888889,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Atorvastatin,Allergic_Reaction
BATCH_Site_B_India_591,-1,6,0.1912962247897788,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.048770575499285984,0.0,Asia,Aspirin,Joint_Pain
BATCH_Site_C_USA_482,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Aspirin,Dizziness
BATCH_Site_E_Brazil_586,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Omeprazole,Nausea
BATCH_Site_D_China_076,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Lisinopril,Dizziness
BATCH_Site_A_Germany_095,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Lisinopril,Dizziness
BATCH_Site_E_Brazil_174,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Lisinopril,Allergic_Reaction
BATCH_Site_C_USA_652,-1,3,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Headache
BATCH_Site_B_India_886,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Omeprazole,Insomnia
BATCH_Site_E_Brazil_157,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Insomnia
BATCH_Site_D_China_224,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Aspirin,Insomnia
BATCH_Site_B_India_058,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Fatigue
BATCH_Site_A_Germany_964,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Metformin,Fever
BATCH_Site_A_Germany_224,-1,3,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Aspirin,Allergic_Reaction
BATCH_Site_C_USA_087,-1,3,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Levothyroxine,Allergic_Reaction
BATCH_Site_A_Germany_688,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Amoxicillin,Allergic_Reaction
BATCH_Site_D_China_325,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Levothyroxine,Fatigue
BATCH_Site_E_Brazil_125,-1,3,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Albuterol,Fever
BATCH_Site_C_USA_538,-1,2,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Allergic_Reaction
BATCH_Site_D_China_046,-1,3,0.19043099857881052,LOW,0.5777777777777777,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Insomnia
BATCH_Site_D_China_564,-1,6,0.18907400256755658,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.048770575499285984,0.0,Africa,Amoxicillin,Rash
BATCH_Site_D_China_038,-1,3,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Ibuprofen,Dizziness
BATCH_Site_A_Germany_171,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Sertraline,Insomnia
BATCH_Site_B_India_008,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Fatigue
BATCH_Site_E_Brazil_954,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Omeprazole,Dizziness
BATCH_Site_B_India_379,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Atorvastatin,Fatigue
BATCH_Site_B_India_511,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Rash
BATCH_Site_D_China_195,-1,3,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Aspirin,Fever
BATCH_Site_B_India_688,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Atorvastatin,Insomnia
BATCH_Site_A_Germany_393,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Amoxicillin,Dizziness
BATCH_Site_D_China_651,-1,3,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Aspirin,Fever
BATCH_Site_A_Germany_880,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Levothyroxine,Insomnia
BATCH_Site_C_USA_801,-1,4,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Albuterol,Fever
BATCH_Site_B_India_311,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Atorvastatin,Allergic_Reaction
BATCH_Site_C_USA_391,-1,5,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Insomnia
BATCH_Site_D_China_362,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Lisinopril,Allergic_Reaction
BATCH_Site_D_China_527,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Allergic_Reaction
BATCH_Site_A_Germany_135,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Fatigue
BATCH_Site_C_USA_243,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Levothyroxine,Fever
BATCH_Site_E_Brazil_935,-1,3,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Metformin,Dizziness
BATCH_Site_A_Germany_976,-1,3,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Albuterol,Insomnia
BATCH_Site_C_USA_406,-1,2,0.1882087763565883,LOW,0.5666666666666667,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Aspirin,Fever
BATCH_Site_C_USA_950,-1,2,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Albuterol,Fatigue
BATCH_Site_B_India_017,-1,3,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Allergic_Reaction
BATCH_Site_C_USA_632,-1,2,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Rash
BATCH_Site_B_India_868,-1,2,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Dizziness
BATCH_Site_C_USA_582,-1,2,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Allergic_Reaction
BATCH_Site_A_Germany_328,-1,3,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Aspirin,Allergic_Reaction
BATCH_Site_D_China_216,-1,3,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Atorvastatin,Rash
BATCH_Site_E_Brazil_765,-1,2,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Aspirin,Allergic_Reaction
BATCH_Site_C_USA_988,-1,3,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Albuterol,Fatigue
BATCH_Site_B_India_095,-1,2,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Rash
BATCH_Site_E_Brazil_852,-1,2,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Aspirin,Fatigue
BATCH_Site_E_Brazil_562,-1,3,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Fever
BATCH_Site_A_Germany_004,-1,4,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Metformin,Stomach_Pain
BATCH_Site_D_China_510,-1,3,0.1859865541343661,LOW,0.5555555555555556,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Dizziness
BATCH_Site_A_Germany_585,-1,2,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Aspirin,Headache
BATCH_Site_C_USA_656,-1,3,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Aspirin,Dizziness
BATCH_Site_D_China_758,-1,2,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Levothyroxine,Fever
BATCH_Site_C_USA_683,-1,3,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Omeprazole,Allergic_Reaction
BATCH_Site_C_USA_932,-1,3,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Atorvastatin,Allergic_Reaction
BATCH_Site_C_USA_427,-1,2,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Amoxicillin,Fatigue
BATCH_Site_C_USA_233,-1,3,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Joint_Pain
BATCH_Site_A_Germany_991,-1,2,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Aspirin,Rash
BATCH_Site_C_USA_585,-1,3,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Rash
BATCH_Site_C_USA_964,-1,2,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Fever
BATCH_Site_D_China_058,-1,3,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Aspirin,Headache
BATCH_Site_E_Brazil_950,-1,2,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Headache
BATCH_Site_C_USA_468,-1,3,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Joint_Pain
BATCH_Site_B_India_356,-1,2,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Aspirin,Allergic_Reaction
BATCH_Site_A_Germany_397,-1,2,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Amoxicillin,Insomnia
BATCH_Site_A_Germany_006,-1,2,0.18376433191214386,LOW,0.5444444444444445,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Amoxicillin,Stomach_Pain
BATCH_Site_C_USA_701,-1,4,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Amoxicillin,Fatigue
BATCH_Site_C_USA_015,-1,3,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Albuterol,Dizziness
BATCH_Site_A_Germany_034,-1,3,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Aspirin,Fever
BATCH_Site_A_Germany_768,-1,2,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Atorvastatin,Fever
BATCH_Site_E_Brazil_625,-1,3,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Allergic_Reaction
BATCH_Site_A_Germany_119,-1,2,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Lisinopril,Allergic_Reaction
BATCH_Site_D_China_892,-1,3,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Dizziness
BATCH_Site_D_China_016,-1,3,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Ibuprofen,Dizziness
BATCH_Site_B_India_266,-1,2,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Levothyroxine,Allergic_Reaction
BATCH_Site_A_Germany_715,-1,2,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Metformin,Fatigue
BATCH_Site_A_Germany_408,-1,2,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Fatigue
BATCH_Site_B_India_542,-1,3,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Metformin,Allergic_Reaction
BATCH_Site_C_USA_470,-1,3,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Atorvastatin,Headache
BATCH_Site_C_USA_889,-1,2,0.18154210968992163,LOW,0.5333333333333333,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Atorvastatin,Fatigue
BATCH_Site_D_China_778,-1,2,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Omeprazole,Fatigue
BATCH_Site_E_Brazil_294,-1,4,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Allergic_Reaction
BATCH_Site_E_Brazil_680,-1,3,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Atorvastatin,Allergic_Reaction
BATCH_Site_B_India_841,-1,2,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Joint_Pain
BATCH_Site_C_USA_418,-1,3,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Allergic_Reaction
BATCH_Site_C_USA_320,-1,2,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Fever
BATCH_Site_E_Brazil_777,-1,2,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Allergic_Reaction
BATCH_Site_B_India_272,-1,3,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Lisinopril,Dizziness
BATCH_Site_D_China_720,-1,2,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Headache
BATCH_Site_C_USA_994,-1,2,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Albuterol,Fever
BATCH_Site_A_Germany_916,-1,4,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Fever
BATCH_Site_A_Germany_438,-1,2,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Levothyroxine,Fatigue
BATCH_Site_A_Germany_573,-1,2,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Ibuprofen,Rash
BATCH_Site_C_USA_595,-1,3,0.1793198874676994,LOW,0.5222222222222221,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Sertraline,Fatigue
BATCH_Site_D_China_500,-1,5,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Fatigue
BATCH_Site_C_USA_099,-1,3,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Fatigue
BATCH_Site_D_China_814,-1,2,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Allergic_Reaction
BATCH_Site_E_Brazil_228,-1,3,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Fatigue
BATCH_Site_E_Brazil_103,-1,2,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Allergic_Reaction
BATCH_Site_D_China_308,-1,2,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Lisinopril,Allergic_Reaction
BATCH_Site_C_USA_106,-1,2,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Amoxicillin,Fever
BATCH_Site_C_USA_185,-1,4,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Amoxicillin,Headache
BATCH_Site_A_Germany_766,-1,2,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Fatigue
BATCH_Site_A_Germany_147,-1,3,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Atorvastatin,Headache
BATCH_Site_E_Brazil_058,-1,4,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Albuterol,Nausea
BATCH_Site_A_Germany_165,-1,2,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Levothyroxine,Joint_Pain
BATCH_Site_E_Brazil_715,-1,3,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Levothyroxine,Stomach_Pain
BATCH_Site_C_USA_040,-1,2,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Atorvastatin,Joint_Pain
BATCH_Site_A_Germany_586,-1,2,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Lisinopril,Dizziness
BATCH_Site_B_India_175,-1,2,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Amoxicillin,Dizziness
BATCH_Site_C_USA_492,-1,3,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Albuterol,Dizziness
BATCH_Site_A_Germany_400,-1,2,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Aspirin,Nausea
BATCH_Site_C_USA_516,-1,3,0.17709766524547718,LOW,0.5111111111111111,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Aspirin,Fever
BATCH_Site_A_Germany_488,-1,2,0.17487544302325497,LOW,0.5,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Nausea
BATCH_Site_B_India_400,-1,2,0.17487544302325497,LOW,0.5,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Amoxicillin,Allergic_Reaction
BATCH_Site_C_USA_046,-1,3,0.17487544302325497,LOW,0.5,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Amoxicillin,Headache
BATCH_Site_E_Brazil_580,-1,2,0.17487544302325497,LOW,0.5,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Ibuprofen,Fatigue
BATCH_Site_A_Germany_565,-1,2,0.17487544302325497,LOW,0.5,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Ibuprofen,Insomnia
